file	variable	exists	type	sample_value	timing_relevance
session#2ddeaaa69595/Results/May-11-2023_ 3-38-49_PM_Subject_is_XXX_selected_run_id_3.mat	onset	NO			ABSENT
session#2ddeaaa69595/Results/May-11-2023_ 3-38-49_PM_Subject_is_XXX_selected_run_id_3.mat	timestamps	NO			ABSENT
session#2ddeaaa69595/Results/May-11-2023_ 3-39-17_PM_Subject_is_XXX_selected_run_id_4.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#2ddeaaa69595/Results/May-11-2023_ 3-39-17_PM_Subject_is_XXX_selected_run_id_4.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#2ddeaaa69595/Results/May-11-2023_ 3-39-17_PM_Subject_is_XXX_selected_run_id_4.mat	comment	YES	ndarray	['C02']	IDENTITY_ONLY
session#2ddeaaa69595/Results/May-11-2023_ 3-39-17_PM_Subject_is_XXX_selected_run_id_4.mat	resultdir	YES	ndarray	['./Results']	IDENTITY_ONLY
session#2ddeaaa69595/Results/May-11-2023_ 3-39-17_PM_Subject_is_XXX_selected_run_id_4.mat	run_id	YES	ndarray	[[4]]	IDENTITY_ONLY
session#2ddeaaa69595/Results/May-11-2023_ 3-39-17_PM_Subject_is_XXX_selected_run_id_4.mat	t	YES	ndarray	['May-11-2023_ 3-39-17_PM']	IDENTITY_ONLY
session#2ddeaaa69595/Results/May-11-2023_ 3-39-17_PM_Subject_is_XXX_selected_run_id_4.mat	x	YES	ndarray	[[array(['C02'], dtype='<U3')]]	IDENTITY_ONLY
session#2ddeaaa69595/Results/May-11-2023_ 3-39-17_PM_Subject_is_XXX_selected_run_id_4.mat	y	YES	ndarray	[[array(['4'], dtype='<U1')]]	IDENTITY_ONLY
session#2ddeaaa69595/Results/May-11-2023_ 3-39-17_PM_Subject_is_XXX_selected_run_id_4.mat	triggerTimes	NO			ABSENT
session#2ddeaaa69595/Results/May-11-2023_ 3-39-17_PM_Subject_is_XXX_selected_run_id_4.mat	vbl	NO			ABSENT
session#2ddeaaa69595/Results/May-11-2023_ 3-39-17_PM_Subject_is_XXX_selected_run_id_4.mat	frameTimes	NO			ABSENT
session#2ddeaaa69595/Results/May-11-2023_ 3-39-17_PM_Subject_is_XXX_selected_run_id_4.mat	onset	NO			ABSENT
session#2ddeaaa69595/Results/May-11-2023_ 3-39-17_PM_Subject_is_XXX_selected_run_id_4.mat	timestamps	NO			ABSENT
session#890529843cd2/Results/December-09-2023_11-51-08_AM_Subject_is_XXX_selected_run_id_1.mat	ans	YES	ndarray	[[0]]	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_11-51-08_AM_Subject_is_XXX_selected_run_id_1.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_11-51-08_AM_Subject_is_XXX_selected_run_id_1.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_11-51-08_AM_Subject_is_XXX_selected_run_id_1.mat	comment	YES	ndarray	['<REDACTED_ID>']	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_11-51-08_AM_Subject_is_XXX_selected_run_id_1.mat	outputFile	YES	ndarray	['<REDACTED_WINPATH> Shmuel Lab\\Desktop\\Mendola-Shmuel-Matlab-Code\\3-Movie_Data\\output.txt']	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_11-51-08_AM_Subject_is_XXX_selected_run_id_1.mat	outputFileID	YES	ndarray	[[3]]	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_11-51-08_AM_Subject_is_XXX_selected_run_id_1.mat	resultdir	YES	ndarray	['Results']	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_11-51-08_AM_Subject_is_XXX_selected_run_id_1.mat	run_id	YES	ndarray	[[1]]	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_11-51-08_AM_Subject_is_XXX_selected_run_id_1.mat	t	YES	ndarray	['December-09-2023_11-51-08_AM']	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_11-51-08_AM_Subject_is_XXX_selected_run_id_1.mat	x	YES	ndarray	[[array(['<REDACTED_ID>'], dtype='<U7')]]	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_11-51-08_AM_Subject_is_XXX_selected_run_id_1.mat	y	YES	ndarray	[[array(['1'], dtype='<U1')]]	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_11-51-08_AM_Subject_is_XXX_selected_run_id_1.mat	triggerTimes	NO			ABSENT
session#890529843cd2/Results/December-09-2023_11-51-08_AM_Subject_is_XXX_selected_run_id_1.mat	vbl	NO			ABSENT
session#890529843cd2/Results/December-09-2023_11-51-08_AM_Subject_is_XXX_selected_run_id_1.mat	frameTimes	NO			ABSENT
session#890529843cd2/Results/December-09-2023_11-51-08_AM_Subject_is_XXX_selected_run_id_1.mat	onset	NO			ABSENT
session#890529843cd2/Results/December-09-2023_11-51-08_AM_Subject_is_XXX_selected_run_id_1.mat	timestamps	NO			ABSENT
session#890529843cd2/Results/December-09-2023_11-55-00_AM_Subject_is_XXX_selected_run_id_2.mat	ans	YES	ndarray	[[0]]	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_11-55-00_AM_Subject_is_XXX_selected_run_id_2.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_11-55-00_AM_Subject_is_XXX_selected_run_id_2.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_11-55-00_AM_Subject_is_XXX_selected_run_id_2.mat	comment	YES	ndarray	['<REDACTED_ID>']	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_11-55-00_AM_Subject_is_XXX_selected_run_id_2.mat	outputFile	YES	ndarray	['<REDACTED_WINPATH> Shmuel Lab\\Desktop\\Mendola-Shmuel-Matlab-Code\\3-Movie_Data\\output.txt']	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_11-55-00_AM_Subject_is_XXX_selected_run_id_2.mat	outputFileID	YES	ndarray	[[4]]	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_11-55-00_AM_Subject_is_XXX_selected_run_id_2.mat	resultdir	YES	ndarray	['Results']	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_11-55-00_AM_Subject_is_XXX_selected_run_id_2.mat	run_id	YES	ndarray	[[2]]	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_11-55-00_AM_Subject_is_XXX_selected_run_id_2.mat	t	YES	ndarray	['December-09-2023_11-55-00_AM']	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_11-55-00_AM_Subject_is_XXX_selected_run_id_2.mat	x	YES	ndarray	[[array(['<REDACTED_ID>'], dtype='<U7')]]	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_11-55-00_AM_Subject_is_XXX_selected_run_id_2.mat	y	YES	ndarray	[[array(['2'], dtype='<U1')]]	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_11-55-00_AM_Subject_is_XXX_selected_run_id_2.mat	triggerTimes	NO			ABSENT
session#890529843cd2/Results/December-09-2023_11-55-00_AM_Subject_is_XXX_selected_run_id_2.mat	vbl	NO			ABSENT
session#890529843cd2/Results/December-09-2023_11-55-00_AM_Subject_is_XXX_selected_run_id_2.mat	frameTimes	NO			ABSENT
session#890529843cd2/Results/December-09-2023_11-55-00_AM_Subject_is_XXX_selected_run_id_2.mat	onset	NO			ABSENT
session#890529843cd2/Results/December-09-2023_11-55-00_AM_Subject_is_XXX_selected_run_id_2.mat	timestamps	NO			ABSENT
session#890529843cd2/Results/December-09-2023_11-59-19_AM_Subject_is_XXX_selected_run_id_3.mat	ans	YES	ndarray	[[0]]	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_11-59-19_AM_Subject_is_XXX_selected_run_id_3.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_11-59-19_AM_Subject_is_XXX_selected_run_id_3.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_11-59-19_AM_Subject_is_XXX_selected_run_id_3.mat	comment	YES	ndarray	['<REDACTED_ID>']	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_11-59-19_AM_Subject_is_XXX_selected_run_id_3.mat	outputFile	YES	ndarray	['<REDACTED_WINPATH> Shmuel Lab\\Desktop\\Mendola-Shmuel-Matlab-Code\\3-Movie_Data\\output.txt']	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_11-59-19_AM_Subject_is_XXX_selected_run_id_3.mat	outputFileID	YES	ndarray	[[5]]	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_11-59-19_AM_Subject_is_XXX_selected_run_id_3.mat	resultdir	YES	ndarray	['Results']	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_11-59-19_AM_Subject_is_XXX_selected_run_id_3.mat	run_id	YES	ndarray	[[3]]	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_11-59-19_AM_Subject_is_XXX_selected_run_id_3.mat	t	YES	ndarray	['December-09-2023_11-59-19_AM']	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_11-59-19_AM_Subject_is_XXX_selected_run_id_3.mat	x	YES	ndarray	[[array(['<REDACTED_ID>'], dtype='<U7')]]	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_11-59-19_AM_Subject_is_XXX_selected_run_id_3.mat	y	YES	ndarray	[[array(['3'], dtype='<U1')]]	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_11-59-19_AM_Subject_is_XXX_selected_run_id_3.mat	triggerTimes	NO			ABSENT
session#890529843cd2/Results/December-09-2023_11-59-19_AM_Subject_is_XXX_selected_run_id_3.mat	vbl	NO			ABSENT
session#890529843cd2/Results/December-09-2023_11-59-19_AM_Subject_is_XXX_selected_run_id_3.mat	frameTimes	NO			ABSENT
session#890529843cd2/Results/December-09-2023_11-59-19_AM_Subject_is_XXX_selected_run_id_3.mat	onset	NO			ABSENT
session#890529843cd2/Results/December-09-2023_11-59-19_AM_Subject_is_XXX_selected_run_id_3.mat	timestamps	NO			ABSENT
session#890529843cd2/Results/December-09-2023_12-04-18_PM_Subject_is_XXX_selected_run_id_4.mat	ans	YES	ndarray	[[0]]	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_12-04-18_PM_Subject_is_XXX_selected_run_id_4.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_12-04-18_PM_Subject_is_XXX_selected_run_id_4.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_12-04-18_PM_Subject_is_XXX_selected_run_id_4.mat	comment	YES	ndarray	['<REDACTED_ID>']	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_12-04-18_PM_Subject_is_XXX_selected_run_id_4.mat	outputFile	YES	ndarray	['<REDACTED_WINPATH> Shmuel Lab\\Desktop\\Mendola-Shmuel-Matlab-Code\\3-Movie_Data\\output.txt']	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_12-04-18_PM_Subject_is_XXX_selected_run_id_4.mat	outputFileID	YES	ndarray	[[6]]	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_12-04-18_PM_Subject_is_XXX_selected_run_id_4.mat	resultdir	YES	ndarray	['Results']	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_12-04-18_PM_Subject_is_XXX_selected_run_id_4.mat	run_id	YES	ndarray	[[4]]	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_12-04-18_PM_Subject_is_XXX_selected_run_id_4.mat	t	YES	ndarray	['December-09-2023_12-04-18_PM']	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_12-04-18_PM_Subject_is_XXX_selected_run_id_4.mat	x	YES	ndarray	[[array(['<REDACTED_ID>'], dtype='<U7')]]	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_12-04-18_PM_Subject_is_XXX_selected_run_id_4.mat	y	YES	ndarray	[[array(['4'], dtype='<U1')]]	IDENTITY_ONLY
session#890529843cd2/Results/December-09-2023_12-04-18_PM_Subject_is_XXX_selected_run_id_4.mat	triggerTimes	NO			ABSENT
session#890529843cd2/Results/December-09-2023_12-04-18_PM_Subject_is_XXX_selected_run_id_4.mat	vbl	NO			ABSENT
session#890529843cd2/Results/December-09-2023_12-04-18_PM_Subject_is_XXX_selected_run_id_4.mat	frameTimes	NO			ABSENT
session#890529843cd2/Results/December-09-2023_12-04-18_PM_Subject_is_XXX_selected_run_id_4.mat	onset	NO			ABSENT
session#890529843cd2/Results/December-09-2023_12-04-18_PM_Subject_is_XXX_selected_run_id_4.mat	timestamps	NO			ABSENT
session#f7a7f7029717/Results/December-16-2023_12-25-20_PM_Subject_is_XXX_selected_run_id_1.mat	ans	YES	ndarray	[[0]]	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-25-20_PM_Subject_is_XXX_selected_run_id_1.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-25-20_PM_Subject_is_XXX_selected_run_id_1.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-25-20_PM_Subject_is_XXX_selected_run_id_1.mat	comment	YES	ndarray	['<REDACTED_ID>']	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-25-20_PM_Subject_is_XXX_selected_run_id_1.mat	outputFile	YES	ndarray	['<REDACTED_WINPATH> Shmuel Lab\\Desktop\\Mendola-Shmuel-Matlab-Code\\3-Movie_Data\\output.txt']	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-25-20_PM_Subject_is_XXX_selected_run_id_1.mat	outputFileID	YES	ndarray	[[3]]	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-25-20_PM_Subject_is_XXX_selected_run_id_1.mat	resultdir	YES	ndarray	['Results']	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-25-20_PM_Subject_is_XXX_selected_run_id_1.mat	run_id	YES	ndarray	[[1]]	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-25-20_PM_Subject_is_XXX_selected_run_id_1.mat	t	YES	ndarray	['December-16-2023_12-25-20_PM']	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-25-20_PM_Subject_is_XXX_selected_run_id_1.mat	x	YES	ndarray	[[array(['<REDACTED_ID>'], dtype='<U7')]]	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-25-20_PM_Subject_is_XXX_selected_run_id_1.mat	y	YES	ndarray	[[array(['1'], dtype='<U1')]]	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-25-20_PM_Subject_is_XXX_selected_run_id_1.mat	triggerTimes	NO			ABSENT
session#f7a7f7029717/Results/December-16-2023_12-25-20_PM_Subject_is_XXX_selected_run_id_1.mat	vbl	NO			ABSENT
session#f7a7f7029717/Results/December-16-2023_12-25-20_PM_Subject_is_XXX_selected_run_id_1.mat	frameTimes	NO			ABSENT
session#f7a7f7029717/Results/December-16-2023_12-25-20_PM_Subject_is_XXX_selected_run_id_1.mat	onset	NO			ABSENT
session#f7a7f7029717/Results/December-16-2023_12-25-20_PM_Subject_is_XXX_selected_run_id_1.mat	timestamps	NO			ABSENT
session#f7a7f7029717/Results/December-16-2023_12-30-21_PM_Subject_is_XXX_selected_run_id_2.mat	ans	YES	ndarray	[[0]]	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-30-21_PM_Subject_is_XXX_selected_run_id_2.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-30-21_PM_Subject_is_XXX_selected_run_id_2.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-30-21_PM_Subject_is_XXX_selected_run_id_2.mat	comment	YES	ndarray	['<REDACTED_ID>']	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-30-21_PM_Subject_is_XXX_selected_run_id_2.mat	outputFile	YES	ndarray	['<REDACTED_WINPATH> Shmuel Lab\\Desktop\\Mendola-Shmuel-Matlab-Code\\3-Movie_Data\\output.txt']	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-30-21_PM_Subject_is_XXX_selected_run_id_2.mat	outputFileID	YES	ndarray	[[4]]	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-30-21_PM_Subject_is_XXX_selected_run_id_2.mat	resultdir	YES	ndarray	['Results']	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-30-21_PM_Subject_is_XXX_selected_run_id_2.mat	run_id	YES	ndarray	[[2]]	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-30-21_PM_Subject_is_XXX_selected_run_id_2.mat	t	YES	ndarray	['December-16-2023_12-30-21_PM']	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-30-21_PM_Subject_is_XXX_selected_run_id_2.mat	x	YES	ndarray	[[array(['<REDACTED_ID>'], dtype='<U7')]]	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-30-21_PM_Subject_is_XXX_selected_run_id_2.mat	y	YES	ndarray	[[array(['2'], dtype='<U1')]]	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-30-21_PM_Subject_is_XXX_selected_run_id_2.mat	triggerTimes	NO			ABSENT
session#f7a7f7029717/Results/December-16-2023_12-30-21_PM_Subject_is_XXX_selected_run_id_2.mat	vbl	NO			ABSENT
session#f7a7f7029717/Results/December-16-2023_12-30-21_PM_Subject_is_XXX_selected_run_id_2.mat	frameTimes	NO			ABSENT
session#f7a7f7029717/Results/December-16-2023_12-30-21_PM_Subject_is_XXX_selected_run_id_2.mat	onset	NO			ABSENT
session#f7a7f7029717/Results/December-16-2023_12-30-21_PM_Subject_is_XXX_selected_run_id_2.mat	timestamps	NO			ABSENT
session#f7a7f7029717/Results/December-16-2023_12-34-45_PM_Subject_is_XXX_selected_run_id_3.mat	ans	YES	ndarray	[[0]]	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-34-45_PM_Subject_is_XXX_selected_run_id_3.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-34-45_PM_Subject_is_XXX_selected_run_id_3.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-34-45_PM_Subject_is_XXX_selected_run_id_3.mat	comment	YES	ndarray	['<REDACTED_ID>']	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-34-45_PM_Subject_is_XXX_selected_run_id_3.mat	outputFile	YES	ndarray	['<REDACTED_WINPATH> Shmuel Lab\\Desktop\\Mendola-Shmuel-Matlab-Code\\3-Movie_Data\\output.txt']	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-34-45_PM_Subject_is_XXX_selected_run_id_3.mat	outputFileID	YES	ndarray	[[5]]	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-34-45_PM_Subject_is_XXX_selected_run_id_3.mat	resultdir	YES	ndarray	['Results']	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-34-45_PM_Subject_is_XXX_selected_run_id_3.mat	run_id	YES	ndarray	[[3]]	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-34-45_PM_Subject_is_XXX_selected_run_id_3.mat	t	YES	ndarray	['December-16-2023_12-34-45_PM']	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-34-45_PM_Subject_is_XXX_selected_run_id_3.mat	x	YES	ndarray	[[array(['<REDACTED_ID>'], dtype='<U7')]]	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-34-45_PM_Subject_is_XXX_selected_run_id_3.mat	y	YES	ndarray	[[array(['3'], dtype='<U1')]]	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-34-45_PM_Subject_is_XXX_selected_run_id_3.mat	triggerTimes	NO			ABSENT
session#f7a7f7029717/Results/December-16-2023_12-34-45_PM_Subject_is_XXX_selected_run_id_3.mat	vbl	NO			ABSENT
session#f7a7f7029717/Results/December-16-2023_12-34-45_PM_Subject_is_XXX_selected_run_id_3.mat	frameTimes	NO			ABSENT
session#f7a7f7029717/Results/December-16-2023_12-34-45_PM_Subject_is_XXX_selected_run_id_3.mat	onset	NO			ABSENT
session#f7a7f7029717/Results/December-16-2023_12-34-45_PM_Subject_is_XXX_selected_run_id_3.mat	timestamps	NO			ABSENT
session#f7a7f7029717/Results/December-16-2023_12-40-01_PM_Subject_is_XXX_selected_run_id_4.mat	ans	YES	ndarray	[[0]]	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-40-01_PM_Subject_is_XXX_selected_run_id_4.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-40-01_PM_Subject_is_XXX_selected_run_id_4.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-40-01_PM_Subject_is_XXX_selected_run_id_4.mat	comment	YES	ndarray	['<REDACTED_ID>']	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-40-01_PM_Subject_is_XXX_selected_run_id_4.mat	outputFile	YES	ndarray	['<REDACTED_WINPATH> Shmuel Lab\\Desktop\\Mendola-Shmuel-Matlab-Code\\3-Movie_Data\\output.txt']	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-40-01_PM_Subject_is_XXX_selected_run_id_4.mat	outputFileID	YES	ndarray	[[6]]	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-40-01_PM_Subject_is_XXX_selected_run_id_4.mat	resultdir	YES	ndarray	['Results']	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-40-01_PM_Subject_is_XXX_selected_run_id_4.mat	run_id	YES	ndarray	[[4]]	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-40-01_PM_Subject_is_XXX_selected_run_id_4.mat	t	YES	ndarray	['December-16-2023_12-40-01_PM']	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-40-01_PM_Subject_is_XXX_selected_run_id_4.mat	x	YES	ndarray	[[array(['<REDACTED_ID>'], dtype='<U7')]]	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-40-01_PM_Subject_is_XXX_selected_run_id_4.mat	y	YES	ndarray	[[array(['4'], dtype='<U1')]]	IDENTITY_ONLY
session#f7a7f7029717/Results/December-16-2023_12-40-01_PM_Subject_is_XXX_selected_run_id_4.mat	triggerTimes	NO			ABSENT
session#f7a7f7029717/Results/December-16-2023_12-40-01_PM_Subject_is_XXX_selected_run_id_4.mat	vbl	NO			ABSENT
session#f7a7f7029717/Results/December-16-2023_12-40-01_PM_Subject_is_XXX_selected_run_id_4.mat	frameTimes	NO			ABSENT
session#f7a7f7029717/Results/December-16-2023_12-40-01_PM_Subject_is_XXX_selected_run_id_4.mat	onset	NO			ABSENT
session#f7a7f7029717/Results/December-16-2023_12-40-01_PM_Subject_is_XXX_selected_run_id_4.mat	timestamps	NO			ABSENT
session#631985c900cb/Results/November-20-2023_ 3-19-32_PM_Subject_is_XXX_selected_run_id_1.mat	ans	YES	ndarray	[[0]]	IDENTITY_ONLY
session#631985c900cb/Results/November-20-2023_ 3-19-32_PM_Subject_is_XXX_selected_run_id_1.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#631985c900cb/Results/November-20-2023_ 3-19-32_PM_Subject_is_XXX_selected_run_id_1.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#631985c900cb/Results/November-20-2023_ 3-19-32_PM_Subject_is_XXX_selected_run_id_1.mat	comment	YES	ndarray	['<REDACTED_ID>-<REDACTED_SESSION>']	IDENTITY_ONLY
session#631985c900cb/Results/November-20-2023_ 3-19-32_PM_Subject_is_XXX_selected_run_id_1.mat	outputFile	YES	ndarray	['<REDACTED_WINPATH> Shmuel Lab\\Desktop\\Mendola-Shmuel-Matlab-Code\\3-Movie_Data\\output.txt']	IDENTITY_ONLY
session#631985c900cb/Results/November-20-2023_ 3-19-32_PM_Subject_is_XXX_selected_run_id_1.mat	outputFileID	YES	ndarray	[[4]]	IDENTITY_ONLY
session#631985c900cb/Results/November-20-2023_ 3-19-32_PM_Subject_is_XXX_selected_run_id_1.mat	resultdir	YES	ndarray	['Results']	IDENTITY_ONLY
session#631985c900cb/Results/November-20-2023_ 3-19-32_PM_Subject_is_XXX_selected_run_id_1.mat	run_id	YES	ndarray	[[1]]	IDENTITY_ONLY
session#631985c900cb/Results/November-20-2023_ 3-19-32_PM_Subject_is_XXX_selected_run_id_1.mat	t	YES	ndarray	['November-20-2023_ 3-19-32_PM']	IDENTITY_ONLY
session#631985c900cb/Results/November-20-2023_ 3-19-32_PM_Subject_is_XXX_selected_run_id_1.mat	x	YES	ndarray	[[array(['<REDACTED_ID>-<REDACTED_SESSION>'], dtype='<U15')]]	IDENTITY_ONLY
session#631985c900cb/Results/November-20-2023_ 3-19-32_PM_Subject_is_XXX_selected_run_id_1.mat	y	YES	ndarray	[[array(['1'], dtype='<U1')]]	IDENTITY_ONLY
session#631985c900cb/Results/November-20-2023_ 3-19-32_PM_Subject_is_XXX_selected_run_id_1.mat	triggerTimes	NO			ABSENT
session#631985c900cb/Results/November-20-2023_ 3-19-32_PM_Subject_is_XXX_selected_run_id_1.mat	vbl	NO			ABSENT
session#631985c900cb/Results/November-20-2023_ 3-19-32_PM_Subject_is_XXX_selected_run_id_1.mat	frameTimes	NO			ABSENT
session#631985c900cb/Results/November-20-2023_ 3-19-32_PM_Subject_is_XXX_selected_run_id_1.mat	onset	NO			ABSENT
session#631985c900cb/Results/November-20-2023_ 3-19-32_PM_Subject_is_XXX_selected_run_id_1.mat	timestamps	NO			ABSENT
session#631985c900cb/Results/November-20-2023_ 3-23-58_PM_Subject_is_XXX_selected_run_id_2.mat	ans	YES	ndarray	[[0]]	IDENTITY_ONLY
session#631985c900cb/Results/November-20-2023_ 3-23-58_PM_Subject_is_XXX_selected_run_id_2.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#631985c900cb/Results/November-20-2023_ 3-23-58_PM_Subject_is_XXX_selected_run_id_2.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#631985c900cb/Results/November-20-2023_ 3-23-58_PM_Subject_is_XXX_selected_run_id_2.mat	comment	YES	ndarray	['<REDACTED_ID>-<REDACTED_SESSION>']	IDENTITY_ONLY
