image_identifier	subject	session	run	filename	image_path	model_estimated_artifact_probability	model_confidence	model_uncertainty	n_mc_runs	n_artifact_votes	model	inference_date
sub-079_ses-01_run-01_T1w.nii.gz	sub-079	ses-01	01	sub-079_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-079/ses-01/anat/sub-079_ses-01_run-01_T1w.nii.gz	0.0	100.0	0.0	10	0	Pizarro2023-FINAL	2026-07-22
sub-079_ses-01_run-02_T1w.nii.gz	sub-079	ses-01	02	sub-079_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-079/ses-01/anat/sub-079_ses-01_run-02_T1w.nii.gz	20.0	80.0	0.721928	10	2	Pizarro2023-FINAL	2026-07-22
sub-079_ses-01_run-03_T1w.nii.gz	sub-079	ses-01	03	sub-079_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-079/ses-01/anat/sub-079_ses-01_run-03_T1w.nii.gz	90.0	90.0	0.468996	10	9	Pizarro2023-FINAL	2026-07-22
sub-080_ses-01_run-01_T1w.nii.gz	sub-080	ses-01	01	sub-080_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-080/ses-01/anat/sub-080_ses-01_run-01_T1w.nii.gz	30.0	70.0	0.881291	10	3	Pizarro2023-FINAL	2026-07-22
sub-080_ses-01_run-02_T1w.nii.gz	sub-080	ses-01	02	sub-080_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-080/ses-01/anat/sub-080_ses-01_run-02_T1w.nii.gz	0.0	100.0	0.0	10	0	Pizarro2023-FINAL	2026-07-22
sub-080_ses-01_run-03_T1w.nii.gz	sub-080	ses-01	03	sub-080_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-080/ses-01/anat/sub-080_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-081_ses-01_run-01_T1w.nii.gz	sub-081	ses-01	01	sub-081_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-081/ses-01/anat/sub-081_ses-01_run-01_T1w.nii.gz	40.0	60.0	0.970951	10	4	Pizarro2023-FINAL	2026-07-24
sub-081_ses-01_run-02_T1w.nii.gz	sub-081	ses-01	02	sub-081_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-081/ses-01/anat/sub-081_ses-01_run-02_T1w.nii.gz	50.0	50.0	1.0	10	5	Pizarro2023-FINAL	2026-07-24
sub-081_ses-01_run-03_T1w.nii.gz	sub-081	ses-01	03	sub-081_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-081/ses-01/anat/sub-081_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-24
sub-081_ses-02_run-01_T1w.nii.gz	sub-081	ses-02	01	sub-081_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-081/ses-02/anat/sub-081_ses-02_run-01_T1w.nii.gz	90.0	90.0	0.468996	10	9	Pizarro2023-FINAL	2026-07-24
sub-081_ses-02_run-02_T1w.nii.gz	sub-081	ses-02	02	sub-081_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-081/ses-02/anat/sub-081_ses-02_run-02_T1w.nii.gz	90.0	90.0	0.468996	10	9	Pizarro2023-FINAL	2026-07-24
sub-081_ses-02_run-03_T1w.nii.gz	sub-081	ses-02	03	sub-081_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-081/ses-02/anat/sub-081_ses-02_run-03_T1w.nii.gz	80.0	80.0	0.721928	10	8	Pizarro2023-FINAL	2026-07-24
sub-082_ses-01_run-01_T1w.nii.gz	sub-082	ses-01	01	sub-082_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-082/ses-01/anat/sub-082_ses-01_run-01_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-082_ses-01_run-02_T1w.nii.gz	sub-082	ses-01	02	sub-082_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-082/ses-01/anat/sub-082_ses-01_run-02_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-082_ses-01_run-03_T1w.nii.gz	sub-082	ses-01	03	sub-082_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-082/ses-01/anat/sub-082_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-083_ses-01_run-01_T1w.nii.gz	sub-083	ses-01	01	sub-083_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-083/ses-01/anat/sub-083_ses-01_run-01_T1w.nii.gz	90.0	90.0	0.468996	10	9	Pizarro2023-FINAL	2026-07-22
sub-083_ses-01_run-02_T1w.nii.gz	sub-083	ses-01	02	sub-083_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-083/ses-01/anat/sub-083_ses-01_run-02_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-083_ses-01_run-03_T1w.nii.gz	sub-083	ses-01	03	sub-083_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-083/ses-01/anat/sub-083_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-084_ses-01_run-01_T1w.nii.gz	sub-084	ses-01	01	sub-084_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-084/ses-01/anat/sub-084_ses-01_run-01_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-084_ses-01_run-02_T1w.nii.gz	sub-084	ses-01	02	sub-084_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-084/ses-01/anat/sub-084_ses-01_run-02_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-084_ses-01_run-03_T1w.nii.gz	sub-084	ses-01	03	sub-084_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-084/ses-01/anat/sub-084_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
